Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
602,João Ricardo Riedi,br BRA,GK,Fortaleza,34,1988,31.9,4,0.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
603,Zé Ricardo,br BRA,MF,Goiás,23,1999,11.9,39,3.28,30,0,4,1,3,1,2,0.17,2,0,0,0,0,0,Matches
604,Richard,br BRA,MF,Cruzeiro,28,1994,3.8,6,1.57,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
605,Rikelme,br BRA,DF,Cuiabá,19,2003,26.0,47,1.81,35,5,0,6,1,0,5,0.19,4,0,0,1,0,0,Matches
606,Tomás Rincón,ve VEN,MF,Santos,35,1988,13.2,24,1.82,19,1,1,3,0,0,4,0.30,3,0,0,1,0,0,Matches
607,Richard Ríos,co COL,MF,Palmeiras,22,2000,20.6,50,2.43,33,2,6,4,4,1,2,0.10,1,0,0,1,0,0,Matches
608,Robert,br BRA,"MF,FW",Cruzeiro,17,2005,2.1,2,0.97,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
609,Zé Roberto,br BRA,"FW,MF",Coritiba,29,1993,5.8,12,02.07,10,0,0,0,1,1,1,0.17,1,0,0,0,0,0,Matches
610,Robson,br BRA,"MF,FW",Coritiba,31,1991,26.1,59,2.26,42,2,2,4,9,0,11,0.42,6,1,0,1,3,0,Matches
611,Kaique Rocha,br BRA,DF,Ath Paranaense,21,2001,7.2,3,0.42,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
612,Marcos Rocha,br BRA,DF,Palmeiras,34,1988,14.0,50,3.56,40,8,1,0,0,1,3,0.21,3,0,0,0,0,0,Matches
613,Pedro Rocha Neves,br BRA,FW,Fortaleza,28,1994,0.4,2,5.29,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
614,Sergio Rochet,uy URU,GK,Internacional,29,1993,19.0,2,0.11,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
615,Rodrigo,br BRA,"MF,FW",São Paulo,18,2004,2.6,5,1.94,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
616,James Rodríguez,co COL,"MF,FW",São Paulo,31,1991,7.1,32,4.54,21,6,1,4,0,0,3,0.43,1,1,0,1,0,0,Matches
617,Rodriguinho,br BRA,"DF,MF",América (MG),19,2003,13.9,30,2.17,22,7,1,0,0,0,3,0.22,3,0,0,0,0,0,Matches
618,Matías Rojas,py PAR,"MF,FW",Corinthians,27,1995,7.0,22,3.12,11,8,1,2,0,0,3,0.43,0,2,0,1,0,0,Matches
619,Romarinho,br BRA,"FW,MF",Fortaleza,28,1994,3.2,19,5.94,14,0,3,1,1,0,1,0.31,1,0,0,0,0,0,Matches
620,Ángel Romero,py PAR,FW,Corinthians,30,1992,13.3,43,3.24,35,0,5,2,1,0,2,0.15,2,0,0,0,0,0,Matches
621,Silvio Romero,ar ARG,FW,Fortaleza,34,1988,4.4,14,3.17,11,0,0,1,2,0,2,0.45,2,0,0,0,0,0,Matches
622,Rômulo,br BRA,"FW,MF",Ath Paranaense,20,2002,5.7,11,1.95,6,0,3,0,2,0,1,0.18,0,0,0,0,1,0,Matches
623,Romulo,br BRA,"MF,DF",Internacional,22,2000,13.5,14,01.04,11,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
624,Ronald,br BRA,MF,Grêmio,19,2003,4.6,9,1.94,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
625,Ronald,br BRA,MF,Cuiabá,25,1997,6.5,19,2.92,14,2,1,0,1,1,2,0.31,2,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
626,Budiga Roni,br BRA,MF,Corinthians,23,1999,7.5,12,1.60,12,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
627,Lucas Ronier,br BRA,"FW,MF",Coritiba,18,2004,0.6,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
628,Rony,br BRA,FW,Palmeiras,27,1995,18.2,47,2.58,31,2,2,7,4,1,5,0.27,1,0,0,2,2,0,Matches
629,Vitor Roque,br BRA,FW,Ath Paranaense,17,2005,19.0,62,3.26,32,0,10,7,12,1,8,0.42,5,0,0,2,1,0,Matches
630,Diego Rosa,br BRA,"MF,DF",Bahia,20,2002,2.7,3,1.10,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
631,Rossi,br BRA,"MF,FW",Vasco da Gama,29,1993,4.4,24,05.07,17,5,1,0,1,0,7,1.48,5,1,1,0,0,0,Matches
632,Agustín Rossi,ar ARG,GK,Flamengo,27,1995,15.0,1,0.07,0,1,0,0,0,0,1,0.07,0,1,0,0,0,0,Matches
633,Rubens,br BRA,"DF,MF",Atlético Mineiro,21,2001,15.0,24,1.60,17,1,3,1,1,1,2,0.13,2,0,0,0,0,0,Matches
634,Daniel Ruiz Rivera,co COL,"FW,MF",Santos,21,2001,2.7,16,5.83,7,8,0,1,0,0,1,0.36,1,0,0,0,0,0,Matches
635,Rwan,br BRA,"MF,FW",Vasco da Gama,21,2001,0.4,2,5.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),28,1994,23.6,72,03.05,54,1,8,3,5,1,11,0.47,5,1,2,1,2,0,Matches
637,Arthur Sales,br BRA,"FW,MF",Bahia,20,2002,3.2,8,2.47,5,0,0,2,1,0,1,0.31,0,0,0,0,1,0,Matches
638,Andreas Samaris,gr GRE,MF,Coritiba,33,1989,2.0,1,0.49,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
639,Philipe Sampaio,br BRA,DF,Botafogo (RJ),28,1994,5.5,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
640,Sander,br BRA,DF,Goiás,32,1990,17.1,43,2.51,28,13,1,1,0,0,4,0.23,2,2,0,0,0,0,Matches
641,Sandry,br BRA,MF,Santos,20,2002,2.1,3,1.42,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
642,Alex Santana,br BRA,MF,Ath Paranaense,27,1995,11.1,25,2.25,21,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
643,Santos,br BRA,GK,Flamengo,32,1990,5.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
644,Ademir Santos,br BRA,"FW,MF",Bahia,27,1995,19.3,69,3.57,40,7,9,3,9,1,5,0.26,2,0,1,0,2,0,Matches
645,Allyson Aires dos Santos,br BRA,DF,Cuiabá,32,1990,12.6,3,0.24,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
646,Andrey Santos,br BRA,MF,Vasco da Gama,18,2004,4.7,8,1.71,5,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
647,Bruno Araújo dos Santos,br BRA,DF,Goiás,29,1993,5.0,11,2.18,7,0,1,2,1,0,1,0.20,1,0,0,0,0,0,Matches
648,Eduardo Santos,br BRA,DF,Bragantino,25,1997,11.3,4,0.35,2,0,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches
649,Fábio Santos,br BRA,DF,Corinthians,37,1985,18.6,27,1.45,19,5,0,1,1,1,3,0.16,2,0,0,1,0,0,Matches
650,Juan Santos,br BRA,FW,São Paulo,20,2002,14.2,44,3.10,33,0,4,1,4,2,4,0.28,2,0,0,0,1,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
651,Júnior Santos,br BRA,FW,Botafogo (RJ),28,1994,24.0,74,03.08,42,1,16,8,7,0,7,0.29,2,0,2,1,2,0,Matches
652,Kauan Santos,br BRA,FW,Palmeiras,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
653,Luis Eduardo Marques dos Santos,br BRA,DF,Fortaleza,25,1997,4.3,9,2.10,8,0,1,0,0,0,1,0.23,0,0,1,0,0,0,Matches
654,Matheus Santos,br BRA,"FW,MF",Goiás,24,1998,2.2,5,2.30,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
655,Pedrinho Santos,br BRA,"FW,MF",Corinthians,16,2006,6.9,19,2.77,13,0,2,0,4,0,1,0.15,1,0,0,0,0,0,Matches
656,Renzo Saravia,ar ARG,DF,Atlético Mineiro,29,1993,19.0,37,1.95,23,5,2,2,3,2,6,0.32,4,0,0,0,1,1,Matches
657,Eduardo Sasha,br BRA,"FW,MF",Bragantino,30,1992,24.8,86,3.47,71,0,4,8,3,0,7,0.28,6,0,1,0,0,0,Matches
658,Lucas Sasha,br BRA,MF,Fortaleza,32,1990,11.3,25,2.21,22,0,0,1,1,1,2,0.18,2,0,0,0,0,0,Matches
659,Gustavo Sauer,br BRA,"FW,MF",Botafogo (RJ),29,1993,2.9,12,4.17,8,2,1,0,1,0,2,0.69,0,1,0,0,1,0,Matches
660,Cleiton Schwengber,br BRA,GK,Bragantino,25,1997,33.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
661,Luis Segovia,ec ECU,DF,Botafogo (RJ),25,1997,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
662,Matias Segovia,py PAR,FW,Botafogo (RJ),20,2003,7.2,31,4.29,26,1,2,1,1,0,3,0.42,3,0,0,0,0,0,Matches
663,Sidimar,br BRA,DF,Goiás,30,1992,11.2,9,0.80,6,1,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches
664,Aderlan Silva,br BRA,DF,Bragantino,32,1990,15.8,42,2.66,31,4,1,3,1,2,2,0.13,1,0,0,1,0,0,Matches
665,Gabriel Silva,br BRA,"FW,MF",Coritiba,20,2002,1.0,1,0.99,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
666,Lucas Silva,br BRA,MF,Cruzeiro,29,1993,16.4,86,5.26,56,25,3,1,1,0,4,0.24,2,1,1,0,0,0,Matches
667,Lucas Silva,br BRA,MF,Grêmio,29,1993,2.5,3,1.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
668,Nathan Silva,br BRA,DF,Atlético Mineiro,25,1997,4.0,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
669,Ricardo Silva,br BRA,DF,América (MG),30,1992,17.9,9,0.50,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
670,Wellington Silva,br BRA,FW,Cuiabá,30,1993,14.8,64,4.31,47,0,6,3,8,0,4,0.27,2,0,1,0,1,0,Matches
671,Maximiliano Silvera,uy URU,"MF,FW",Santos,25,1997,5.0,11,2.21,7,0,1,2,1,0,1,0.20,1,0,0,0,0,0,Matches
672,Simioni,br BRA,MF,Goiás,19,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
673,Jailson Siqueira,br BRA,"MF,DF",Palmeiras,27,1995,1.8,7,3.89,7,0,0,0,0,0,2,1.11,2,0,0,0,0,0,Matches
674,Islam Slimani,dz ALG,FW,Coritiba,34,1988,9.1,15,1.65,10,0,0,3,2,0,2,0.22,2,0,0,0,0,0,Matches
675,Everton Soares,br BRA,"FW,MF",Flamengo,26,1996,19.3,93,4.81,58,7,19,5,2,2,12,0.62,7,1,3,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
676,Tiquinho Soares,br BRA,FW,Botafogo (RJ),32,1991,27.1,80,2.96,46,2,5,15,10,2,10,0.37,5,0,0,5,0,0,Matches
677,Fernando Sobral,br BRA,MF,Cuiabá,28,1994,21.1,58,2.74,35,6,7,1,6,3,4,0.19,3,0,1,0,0,0,Matches
678,Yeferson Soteldo,ve VEN,"FW,MF",Santos,25,1997,17.3,105,06.07,60,14,11,6,14,0,11,0.64,7,2,0,0,2,0,Matches
679,Yago Souza,br BRA,MF,América (MG),16,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
680,Everaldo Stum,br BRA,FW,Bahia,31,1991,24.2,57,2.36,42,0,4,9,2,0,5,0.21,3,0,1,1,0,0,Matches
681,Luis Suárez,uy URU,FW,Grêmio,36,1987,32.0,136,4.25,94,2,14,15,11,0,24,0.75,19,0,2,1,2,0,Matches
682,Bruno Tabata,br BRA,"MF,FW",Palmeiras,25,1997,1.4,4,2.93,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
683,Tadeu,br BRA,GK,Goiás,30,1992,35.0,10,0.29,8,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
684,Talisson,br BRA,FW,Bragantino,20,2002,1.7,5,2.98,0,0,3,0,2,0,1,0.60,0,0,1,0,0,0,Matches
685,Tchê Tchê,br BRA,"MF,DF",Botafogo (RJ),30,1992,29.5,93,3.15,66,8,7,6,6,0,10,0.34,8,1,1,0,0,0,Matches
686,Alex Teixeira,br BRA,"FW,MF",Vasco da Gama,33,1990,12.6,32,2.54,22,5,0,3,2,0,3,0.24,2,0,0,1,0,0,Matches
687,David Terans,uy URU,"MF,FW",Ath Paranaense,28,1994,4.4,15,3.44,9,4,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
688,Miguel Terceros,bo BOL,"MF,FW",Santos,18,2004,0.4,2,5.29,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
689,Thaciano,br BRA,"MF,FW",Bahia,27,1995,32.1,64,1.99,49,1,6,6,1,1,9,0.28,8,0,1,0,0,0,Matches
690,Thiago,br BRA,"FW,MF",Ath Paranaense,22,2000,2.5,9,3.60,9,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
691,Guilherme Tinga,br BRA,DF,Fortaleza,29,1993,28.7,69,2.40,57,9,0,2,0,1,4,0.14,4,0,0,0,0,0,Matches
692,Titi,br BRA,DF,Fortaleza,34,1988,31.6,25,0.79,21,1,0,1,0,2,3,0.09,1,1,0,0,0,1,Matches
693,Stênio Toledo,br BRA,"FW,MF",Cruzeiro,19,2003,3.2,13,04.01,11,0,1,0,1,0,1,0.31,1,0,0,0,0,0,Matches
694,Uendel,br BRA,DF,Cuiabá,34,1988,4.0,3,0.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
695,Júnior Urso,br BRA,MF,Coritiba,33,1989,3.3,4,1.20,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
696,Bruno Uvini,br BRA,DF,Grêmio,31,1991,16.1,6,0.37,3,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
697,Enner Valencia,ec ECU,FW,Internacional,33,1989,16.0,39,2.44,21,0,4,9,5,0,5,0.31,2,0,0,2,1,0,Matches
698,Vanderlan,br BRA,DF,Palmeiras,20,2002,10.1,19,1.88,13,1,4,1,0,0,3,0.30,2,0,1,0,0,0,Matches
699,Rodrigo Varanda,br BRA,"FW,MF",América (MG),20,2003,5.7,25,4.35,19,0,2,3,0,1,5,0.87,5,0,0,0,0,0,Matches
700,Guillermo Varela,uy URU,DF,Flamengo,29,1993,2.6,3,1.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
701,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,33,1989,5.2,17,3.25,15,0,1,0,1,0,2,0.38,1,0,0,0,1,0,Matches
702,Pablo Vegetti,ar ARG,FW,Vasco da Gama,34,1988,19.9,26,1.31,12,0,2,8,4,0,4,0.20,1,0,0,1,2,0,Matches
703,Raphael Veiga,br BRA,MF,Palmeiras,27,1995,27.3,154,5.65,74,62,3,9,6,0,13,0.48,5,5,1,2,0,0,Matches
704,Fausto Vera,ar ARG,MF,Corinthians,22,2000,15.3,29,1.89,21,0,4,2,2,0,3,0.20,3,0,0,0,0,0,Matches
705,Patrick Verhon,br BRA,FW,Bahia,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
706,Lucas Veríssimo,br BRA,DF,Corinthians,27,1995,14.5,12,0.83,11,1,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
707,Bruno Viana,br BRA,DF,Coritiba,27,1995,9.0,3,0.33,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
708,Marcos Victor,br BRA,DF,Bahia,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
709,Paulo Victor,br BRA,DF,Vasco da Gama,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
710,Arturo Vidal,cl CHI,MF,Ath Paranaense,35,1987,4.2,12,2.84,9,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
711,Arturo Vidal,cl CHI,"MF,DF",Flamengo,35,1987,2.8,9,3.20,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
712,Felipe Vieira,,DF,Fluminense,,,2.3,4,1.76,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
713,Luan Vieira,br BRA,"FW,MF",Grêmio,29,1993,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
714,Gustavo Vilar,br BRA,DF,Coritiba,22,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
715,Pedro Vilhena,br BRA,FW,São Paulo,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
716,Mathías Villasanti,py PAR,MF,Grêmio,26,1997,29.4,67,2.28,54,0,4,3,4,2,11,0.37,9,0,1,1,0,0,Matches
717,Marcos Vinicios Sorriso,br BRA,"FW,DF",Bragantino,21,2001,10.4,43,4.12,24,7,3,6,3,0,2,0.19,1,0,0,1,0,0,Matches
718,Vinicius,br BRA,MF,Santos,23,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
719,Vinícius,br BRA,FW,Goiás,29,1993,13.0,48,3.69,36,1,6,5,0,0,3,0.23,2,0,1,0,0,0,Matches
720,Vinícius,br BRA,FW,Grêmio,31,1991,7.3,25,3.45,20,0,2,2,1,0,1,0.14,1,0,0,0,0,0,Matches
721,Marcos Vinicius,br BRA,"DF,MF",Coritiba,25,1997,1.9,3,1.55,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
722,Mateus Vital,br BRA,MF,Cruzeiro,24,1998,20.9,71,3.39,58,2,2,3,6,0,5,0.24,4,0,0,1,0,0,Matches
723,Vitão,br BRA,DF,Internacional,22,2000,22.7,16,0.71,13,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
724,Vitão,br BRA,DF,Cuiabá,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
725,Vitinho,br BRA,"FW,MF",Bragantino,23,1999,22.8,85,3.74,55,8,8,9,4,1,9,0.40,6,0,1,2,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
726,José Vitor,br BRA,DF,Vasco da Gama,20,2002,1.2,2,1.64,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
727,Paulo Vitor,br BRA,"MF,DF",Cruzeiro,23,1999,1.4,4,2.88,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
728,Paulo Vitor,br BRA,MF,Atlético Mineiro,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
729,Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,16,2006,2.9,8,2.72,5,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
730,Vladimir,br BRA,GK,Santos,33,1989,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
731,Walter,br BRA,GK,Cuiabá,35,1987,35.0,3,0.09,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
732,Talles Wander,br BRA,"FW,MF",São Paulo,19,2003,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
733,Wanderson,br BRA,DF,América (MG),31,1991,5.6,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
734,Wanderson,br BRA,"FW,MF",Internacional,28,1994,26.0,70,2.70,50,5,9,3,2,1,9,0.35,8,0,1,0,0,0,Matches
735,Deivid Washington,br BRA,FW,Santos,17,2005,4.7,12,2.53,4,0,2,3,3,0,3,0.63,1,0,0,1,1,0,Matches
736,Welington,br BRA,DF,São Paulo,21,2001,10.4,21,02.02,19,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
737,José Welison,br BRA,MF,Fortaleza,27,1995,18.6,40,2.15,31,0,4,2,0,3,3,0.16,3,0,0,0,0,0,Matches
738,João Wellington,br BRA,MF,Cruzeiro,19,2004,4.1,4,0.98,1,1,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
739,Wesley,br BRA,"FW,MF",Cruzeiro,23,1999,19.7,64,3.25,39,0,11,5,9,0,5,0.25,3,0,2,0,0,0,Matches
740,Wesley,br BRA,DF,Flamengo,19,2003,27.9,61,2.18,52,0,3,0,6,0,4,0.14,2,0,0,0,2,0,Matches
741,Wesley,br BRA,DF,Grêmio,19,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
742,Wéverton,br BRA,GK,Palmeiras,35,1987,35.0,10,0.29,9,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
743,William,br BRA,DF,Cruzeiro,27,1995,29.4,74,2.52,56,8,2,4,3,1,5,0.17,4,0,0,0,0,1,Matches
744,Willian,br BRA,"FW,MF",Ath Paranaense,36,1986,6.4,17,2.67,11,0,1,2,2,1,0,0.00,0,0,0,0,0,0,Matches
745,Willian,br BRA,MF,Goiás,29,1993,24.4,38,1.56,34,0,0,1,2,1,2,0.08,2,0,0,0,0,0,Matches
746,Xavier,br BRA,DF,Goiás,22,2000,0.7,,,,,,,,,,,,,,,,,Matches
747,Samuel Xavier,br BRA,DF,Fluminense,32,1990,23.4,54,2.31,44,5,2,2,1,0,5,0.21,3,0,1,1,0,0,Matches
748,Yago,br BRA,MF,Bahia,27,1995,15.1,34,2.25,28,3,1,0,2,0,1,0.07,1,0,0,0,0,0,Matches
749,Vinícius Zanocelo,br BRA,"MF,FW",Fortaleza,22,2001,0.9,2,2.22,2,0,0,0,0,0,1,1.11,1,0,0,0,0,0,Matches
750,Bruno Zapelli,ar ARG,"MF,FW",Ath Paranaense,20,2002,12.7,60,4.73,38,13,5,3,1,0,7,0.55,4,2,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
751,Federico Zaracho,ar ARG,"MF,FW",Atlético Mineiro,24,1998,21.6,46,2.13,34,1,3,2,4,2,4,0.18,4,0,0,0,0,0,Matches
752,Zinho,br BRA,"FW,MF",Grêmio,19,2003,2.7,5,1.86,4,0,0,0,0,1,1,0.37,1,0,0,0,0,0,Matches
